TransactionID,Date,CustomerID,Product,Category,Region,Quantity,UnitPrice,Sales,PaymentMethod,Channel
5082,2026-09-19,C2815,Keyboard,Accessories,North,1,3038,3038,Debit Card,Store
5083,2026-02-24,C2866,Keyboard,Accessories,West,2,3211,6422,Net Banking,Distributor
5084,2026-01-28,C2798,Headphones,Accessories,West,9,3739,33651,Credit Card,Online
5085,2026-05-02,C1346,Mouse,Accessories,East,8,1557,12456,Cash,Store
5086,2026-12-15,C2875,Mobile,Electronics,East,3,26868,80604,Debit Card,Store
5087,2026-12-31,C2344,Desk,Furniture,North,10,16250,162500,Cash,Store
5088,2026-03-04,C2991,Desk,Furniture,East,7,14823,103761,Cash,Store
5089,2026-01-25,C1897,Desk,Furniture,West,4,13665,54660,Debit Card,Online
5090,2026-03-22,C2361,Mouse,Accessories,West,3,1620,4860,Cash,Store
5091,2026-01-01,C1370,Office Chair,Furniture,North,1,9028,9028,UPI,Online
5092,2026-07-05,C1514,Printer,Office,North,6,12525,75150,UPI,Online
5093,2026-12-07,C1430,Monitor,Electronics,North,5,21650,108250,Net Banking,Distributor
5094,2026-04-21,C2236,Mobile,Electronics,South,9,25449,229041,Net Banking,Store
5095,2026-04-22,C1077,Mobile,Electronics,Central,6,24991,149946,Net Banking,Online
5096,2026-01-23,C1226,Mobile,Electronics,North,7,23724,166068,Debit Card,Distributor
5097,2026-03-23,C1092,Headphones,Accessories,Northeast,7,4052,28364,Credit Card,Online
5098,2026-03-01,C1104,Tablet,Electronics,East,5,29650,148250,Credit Card,Store
5099,2026-07-31,C1278,Monitor,Electronics,Northeast,8,21508,172064,Cash,Online
5100,2026-05-09,C2870,Keyboard,Accessories,Central,4,3010,12040,Credit Card,Store
5101,2026-03-23,C1860,Mobile,Electronics,Central,10,24636,246360,Debit Card,Distributor
5102,2026-03-13,C2928,Laptop,Electronics,Central,5,56829,284145,Net Banking,Store
5103,2026-11-18,C2483,Printer,Office,East,10,11119,111190,Credit Card,Store
5104,2026-04-17,C1717,Laptop,Electronics,Central,4,61533,246132,Cash,Online
5105,2026-10-17,C1940,Mouse,Accessories,Northeast,2,1400,2800,UPI,Distributor
5106,2026-05-15,C1976,Mobile,Electronics,North,8,24459,195672,UPI,Store
5107,2026-09-07,C1952,Headphones,Accessories,West,1,3768,3768,UPI,Online
5108,2026-06-04,C1503,Headphones,Accessories,Northeast,7,3890,27230,UPI,Distributor
5109,2026-12-13,C1784,Mobile,Electronics,Northeast,6,22802,136812,Debit Card,Store
5110,2026-05-05,C2146,Keyboard,Accessories,East,8,3126,25008,UPI,Distributor
5111,2026-12-12,C2121,Desk,Furniture,Central,4,15019,60076,UPI,Distributor
5112,2026-08-30,C2013,Tablet,Electronics,Northeast,4,32253,129012,Credit Card,Store
5113,2026-04-21,C2656,Mouse,Accessories,Central,5,1528,7640,UPI,Online
5114,2026-08-10,C1259,Desk,Furniture,Northeast,1,16235,16235,Net Banking,Store
5115,2026-12-22,C1850,Keyboard,Accessories,North,8,3053,24424,Net Banking,Online
5116,2026-06-04,C2316,Tablet,Electronics,West,6,30327,181962,Debit Card,Distributor
5117,2026-07-28,C2092,Mobile,Electronics,West,9,26222,235998,UPI,Online
5118,2026-07-06,C2281,Printer,Office,North,7,13183,92281,Cash,Online
5119,2026-09-14,C2107,Mobile,Electronics,West,4,26314,105256,Credit Card,Store
5120,2026-07-07,C2296,Headphones,Accessories,East,4,3767,15068,UPI,Distributor
5121,2026-05-02,C1957,Desk,Furniture,West,3,14114,42342,Credit Card,Store
5122,2026-04-14,C1360,Headphones,Accessories,Northeast,8,3779,30232,Credit Card,Distributor
5123,2026-10-19,C2667,Laptop,Electronics,West,4,65848,263392,Credit Card,Online
5124,2026-04-06,C2162,Monitor,Electronics,Central,6,19311,115866,Credit Card,Store
5125,2026-05-23,C1240,Headphones,Accessories,North,7,4384,30688,Net Banking,Distributor
5126,2026-07-14,C1741,Laptop,Electronics,West,7,55263,386841,UPI,Online
5127,2026-01-05,C1504,Keyboard,Accessories,West,8,2947,23576,Debit Card,Distributor
5128,2026-08-11,C2448,Printer,Office,Central,3,10807,32421,Cash,Online
5129,2026-12-28,C2423,Laptop,Electronics,West,9,55497,499473,Credit Card,Online
5130,2026-09-26,C2976,Headphones,Accessories,West,8,3822,30576,Debit Card,Online
5131,2026-03-08,C1828,Laptop,Electronics,Central,9,58412,525708,Net Banking,Online
5132,2026-02-15,C1161,Laptop,Electronics,Central,1,58823,58823,Credit Card,Distributor
5133,2026-06-11,C1036,Office Chair,Furniture,South,1,9360,9360,Debit Card,Store
5134,2026-05-23,C1042,Mobile,Electronics,North,5,25988,129940,Credit Card,Online
5135,2026-12-26,C1096,Headphones,Accessories,Central,8,4053,32424,Credit Card,Distributor
5136,2026-04-10,C1233,Mobile,Electronics,Central,6,27039,162234,Cash,Distributor
5137,2026-04-25,C1561,Desk,Furniture,Central,5,14579,72895,Cash,Online
5138,2026-07-02,C1020,Tablet,Electronics,East,8,32758,262064,UPI,Online
5139,2026-09-13,C2215,Desk,Furniture,Central,1,16016,16016,UPI,Distributor
5140,2026-12-04,C2493,Printer,Office,South,4,11136,44544,Debit Card,Online
5141,2026-09-01,C2555,Mouse,Accessories,North,2,1461,2922,Credit Card,Store
5142,2026-07-09,C1869,Tablet,Electronics,South,1,29235,29235,Credit Card,Store
5143,2026-08-29,C1986,Mobile,Electronics,South,9,24958,224622,Credit Card,Distributor
5144,2026-04-08,C2600,Headphones,Accessories,West,9,4008,36072,Credit Card,Store
5145,2026-03-18,C2203,Laptop,Electronics,East,2,59101,118202,Cash,Store
5146,2026-08-07,C1748,Tablet,Electronics,North,2,30669,61338,Debit Card,Online
5147,2026-12-20,C1750,Office Chair,Furniture,North,6,10977,65862,Cash,Store
5148,2026-05-06,C2003,Keyboard,Accessories,West,4,2917,11668,Cash,Distributor
5149,2026-05-13,C2161,Keyboard,Accessories,South,6,3040,18240,Credit Card,Store
5150,2026-11-08,C1977,Printer,Office,South,4,12375,49500,Net Banking,Distributor
5151,2026-05-23,C1405,Tablet,Electronics,Central,10,32178,321780,Cash,Store
5152,2026-07-15,C2844,Mouse,Accessories,Central,10,1395,13950,Net Banking,Store
5153,2026-03-11,C1947,Desk,Furniture,Northeast,5,13965,69825,Cash,Distributor
5154,2026-02-18,C1012,Mouse,Accessories,East,8,1575,12600,Debit Card,Store
5155,2026-02-08,C2439,Mobile,Electronics,Central,8,25857,206856,Debit Card,Distributor
5156,2026-07-28,C2749,Laptop,Electronics,East,7,61341,429387,Credit Card,Online
5157,2026-03-04,C1866,Laptop,Electronics,Northeast,1,58744,58744,Cash,Store
5158,2026-06-21,C2720,Headphones,Accessories,Central,6,4034,24204,Net Banking,Distributor
5159,2026-11-15,C1369,Headphones,Accessories,East,7,4068,28476,Debit Card,Online
5160,2026-09-13,C1866,Tablet,Electronics,East,10,32171,321710,Debit Card,Distributor
5161,2026-09-04,C2291,Mobile,Electronics,East,6,23676,142056,UPI,Store
5162,2026-12-04,C1455,Laptop,Electronics,South,7,60409,422863,Cash,Distributor
5163,2026-01-08,C1970,Keyboard,Accessories,South,6,3224,19344,Debit Card,Online
5164,2026-10-08,C1628,Printer,Office,Central,6,10992,65952,Cash,Store
5165,2026-07-31,C2682,Keyboard,Accessories,East,6,2881,17286,UPI,Online
5166,2026-05-27,C2128,Printer,Office,North,10,12159,121590,UPI,Online
5167,2026-03-01,C2702,Mouse,Accessories,South,2,1638,3276,Net Banking,Store
5168,2026-11-05,C2132,Tablet,Electronics,Northeast,6,27870,167220,Debit Card,Online
5169,2026-01-07,C2195,Laptop,Electronics,Central,5,60036,300180,Cash,Distributor
5170,2026-03-11,C2660,Laptop,Electronics,West,8,65409,523272,Debit Card,Distributor
5171,2026-11-09,C1593,Keyboard,Accessories,East,6,2990,17940,Cash,Online
5172,2026-02-07,C2777,Desk,Furniture,Northeast,2,15282,30564,Credit Card,Distributor
5173,2026-11-13,C2851,Office Chair,Furniture,North,7,9512,66584,Debit Card,Distributor
5174,2026-01-02,C2264,Laptop,Electronics,South,2,62949,125898,Debit Card,Store
5175,2026-05-04,C2696,Headphones,Accessories,South,5,4107,20535,Credit Card,Distributor
5176,2026-09-03,C1672,Mobile,Electronics,Northeast,9,23048,207432,UPI,Store
5177,2026-03-19,C2459,Headphones,Accessories,Central,9,4046,36414,Debit Card,Store
5178,2026-02-23,C1325,Tablet,Electronics,Northeast,6,32155,192930,Debit Card,Store
5179,2026-02-07,C2609,Mouse,Accessories,Central,2,1476,2952,Net Banking,Store
5180,2026-12-13,C2441,Headphones,Accessories,East,7,4090,28630,Debit Card,Store
5181,2026-08-28,C1352,Mouse,Accessories,North,2,1520,3040,Credit Card,Store
5182,2026-07-29,C2842,Monitor,Electronics,East,7,19797,138579,UPI,Online
5183,2026-09-02,C2166,Headphones,Accessories,North,4,4196,16784,UPI,Store
5184,2026-07-18,C1447,Mobile,Electronics,Central,8,27437,219496,Net Banking,Online
5185,2026-04-28,C1792,Mobile,Electronics,Northeast,5,25043,125215,Net Banking,Store
5186,2026-02-01,C1393,Mobile,Electronics,Central,6,27089,162534,Debit Card,Online
5187,2026-06-20,C2622,Keyboard,Accessories,Northeast,3,3039,9117,Debit Card,Distributor
5188,2026-03-10,C2965,Desk,Furniture,Central,7,14976,104832,Debit Card,Online
5189,2026-01-25,C1470,Tablet,Electronics,South,8,27172,217376,Credit Card,Distributor
5190,2026-08-27,C1654,Headphones,Accessories,North,3,4158,12474,Net Banking,Store
5191,2026-07-26,C2905,Monitor,Electronics,West,7,19191,134337,Credit Card,Online
5192,2026-04-16,C2859,Keyboard,Accessories,South,2,3185,6370,UPI,Distributor
5193,2026-02-28,C1108,Keyboard,Accessories,Northeast,1,3153,3153,Credit Card,Store
5194,2026-07-11,C2517,Headphones,Accessories,Central,6,4209,25254,Net Banking,Distributor
5195,2026-08-12,C1863,Headphones,Accessories,North,7,4107,28749,UPI,Distributor
5196,2026-05-04,C1904,Office Chair,Furniture,Northeast,5,10680,53400,Net Banking,Distributor
5197,2026-01-31,C2385,Mouse,Accessories,West,1,1397,1397,Credit Card,Distributor
5198,2026-07-05,C2589,Laptop,Electronics,Central,6,62475,374850,UPI,Distributor
5199,2026-12-18,C1975,Office Chair,Furniture,West,4,9513,38052,Net Banking,Store
5200,2026-03-26,C2257,Headphones,Accessories,South,2,4153,8306,Cash,Distributor
5201,2026-10-11,C2941,Headphones,Accessories,North,7,3803,26621,Cash,Store
5202,2026-04-23,C1021,Office Chair,Furniture,West,1,10661,10661,Net Banking,Store
5203,2026-06-11,C2050,Desk,Furniture,South,10,14061,140610,Credit Card,Online
5204,2026-03-27,C1586,Headphones,Accessories,South,4,3720,14880,Cash,Online
5205,2026-08-19,C1393,Laptop,Electronics,North,2,65565,131130,Debit Card,Store
5206,2026-09-02,C1431,Printer,Office,West,4,12924,51696,Debit Card,Online
5207,2026-04-12,C1492,Headphones,Accessories,West,7,4046,28322,Net Banking,Store
5208,2026-11-17,C1712,Desk,Furniture,South,4,16107,64428,Cash,Store
5209,2026-02-03,C2443,Mouse,Accessories,West,5,1628,8140,Credit Card,Distributor
5210,2026-08-06,C2862,Monitor,Electronics,West,9,21795,196155,Cash,Store
5211,2026-08-19,C2172,Tablet,Electronics,East,9,27613,248517,Cash,Store
5212,2026-07-07,C2336,Tablet,Electronics,West,3,31975,95925,Net Banking,Online
5213,2026-02-12,C1686,Headphones,Accessories,East,4,3652,14608,Net Banking,Store
5214,2026-01-03,C1617,Keyboard,Accessories,Central,7,3002,21014,Cash,Distributor
5215,2026-09-17,C1491,Printer,Office,South,7,10913,76391,Cash,Distributor
5216,2026-11-03,C2367,Laptop,Electronics,South,9,60428,543852,UPI,Distributor
5217,2026-01-28,C1045,Printer,Office,Central,10,11808,118080,UPI,Store
5218,2026-12-29,C2557,Printer,Office,Central,6,12662,75972,Net Banking,Distributor
5219,2026-03-21,C2596,Laptop,Electronics,East,5,57354,286770,UPI,Online
5220,2026-01-31,C1202,Headphones,Accessories,West,1,3726,3726,Debit Card,Distributor
5221,2026-09-21,C2030,Printer,Office,Northeast,2,11425,22850,Cash,Distributor
5222,2026-11-04,C1832,Office Chair,Furniture,North,8,10181,81448,Net Banking,Online
5223,2026-07-03,C1559,Laptop,Electronics,West,1,58425,58425,Net Banking,Store
5224,2026-07-09,C2619,Printer,Office,North,9,11830,106470,Debit Card,Online
5225,2026-02-14,C1795,Headphones,Accessories,North,6,4017,24102,Net Banking,Store
5226,2026-08-23,C2068,Laptop,Electronics,West,9,65988,593892,Net Banking,Online
5227,2026-03-26,C1510,Mobile,Electronics,East,7,23357,163499,Debit Card,Distributor
5228,2026-09-25,C2994,Monitor,Electronics,Northeast,8,18658,149264,Cash,Online
5229,2026-04-27,C1250,Printer,Office,North,4,12765,51060,Net Banking,Online
5230,2026-01-25,C1865,Keyboard,Accessories,South,1,3135,3135,Credit Card,Distributor
5231,2026-09-07,C2800,Mouse,Accessories,West,8,1490,11920,Debit Card,Store
5232,2026-01-30,C2834,Office Chair,Furniture,South,4,9236,36944,Cash,Store
5233,2026-12-14,C2076,Keyboard,Accessories,East,1,3055,3055,Net Banking,Online
5234,2026-07-26,C1195,Desk,Furniture,East,3,13833,41499,UPI,Store
5235,2026-03-25,C2559,Laptop,Electronics,Northeast,9,61922,557298,Debit Card,Store
5236,2026-01-24,C2221,Monitor,Electronics,Northeast,1,20652,20652,Credit Card,Store
5237,2026-09-25,C2277,Keyboard,Accessories,South,6,3053,18318,Debit Card,Online
5238,2026-03-22,C2499,Tablet,Electronics,North,3,28383,85149,Credit Card,Store
5239,2026-03-01,C2534,Printer,Office,West,6,12094,72564,Cash,Store
5240,2026-03-21,C1490,Monitor,Electronics,West,2,18906,37812,Credit Card,Online
5241,2026-05-19,C1064,Mouse,Accessories,South,2,1375,2750,UPI,Store
5242,2026-04-22,C1295,Mobile,Electronics,Central,5,26664,133320,Net Banking,Online
5243,2026-04-30,C1010,Laptop,Electronics,East,10,59369,593690,UPI,Online
5244,2026-08-22,C1298,Headphones,Accessories,South,5,3929,19645,Net Banking,Store
5245,2026-02-24,C1473,Laptop,Electronics,East,7,59217,414519,UPI,Distributor
5246,2026-09-02,C2005,Headphones,Accessories,West,3,4375,13125,Credit Card,Distributor
5247,2026-01-16,C2546,Mouse,Accessories,Northeast,10,1527,15270,Credit Card,Store
5248,2026-09-02,C1668,Mobile,Electronics,South,10,24520,245200,Credit Card,Online
5249,2026-02-26,C2140,Desk,Furniture,West,4,13959,55836,Net Banking,Online
5250,2026-01-13,C1451,Desk,Furniture,North,10,14532,145320,Cash,Online
5251,2026-12-23,C2883,Printer,Office,East,10,12457,124570,Credit Card,Store
5252,2026-11-02,C2753,Desk,Furniture,South,4,14958,59832,Net Banking,Online
5253,2026-06-27,C2537,Laptop,Electronics,South,6,62100,372600,Credit Card,Distributor
5254,2026-08-12,C2985,Mouse,Accessories,Northeast,4,1597,6388,Debit Card,Distributor
5255,2026-04-14,C1028,Headphones,Accessories,Northeast,4,3687,14748,UPI,Distributor
5256,2026-06-12,C1805,Keyboard,Accessories,Northeast,6,3137,18822,Net Banking,Store
5257,2026-04-27,C1956,Office Chair,Furniture,Central,6,9675,58050,Credit Card,Distributor
5258,2026-03-17,C1971,Mouse,Accessories,Central,4,1423,5692,Debit Card,Online
5259,2026-01-17,C1624,Printer,Office,West,6,12906,77436,UPI,Distributor
5260,2026-12-28,C1185,Laptop,Electronics,North,5,56608,283040,Cash,Online
5261,2026-03-03,C2823,Tablet,Electronics,West,6,30729,184374,Credit Card,Distributor
5262,2026-06-07,C2157,Printer,Office,Northeast,4,11000,44000,UPI,Online
5263,2026-03-19,C1432,Mobile,Electronics,Central,7,26966,188762,Debit Card,Distributor
5264,2026-06-05,C2572,Headphones,Accessories,West,7,3990,27930,UPI,Distributor
5265,2026-10-20,C1620,Keyboard,Accessories,East,2,2877,5754,Cash,Online
5266,2026-08-04,C2611,Laptop,Electronics,South,8,59291,474328,Debit Card,Distributor
5267,2026-09-14,C2465,Mouse,Accessories,Central,2,1580,3160,Net Banking,Store
5268,2026-02-03,C1731,Mobile,Electronics,Central,2,24562,49124,Net Banking,Online
5269,2026-06-06,C2513,Laptop,Electronics,East,5,58574,292870,Debit Card,Distributor
5270,2026-08-10,C2443,Mobile,Electronics,West,9,23079,207711,Net Banking,Distributor
5271,2026-02-04,C1355,Keyboard,Accessories,South,10,2746,27460,Cash,Online
5272,2026-11-29,C1426,Tablet,Electronics,Northeast,7,29573,207011,Debit Card,Online
5273,2026-01-05,C2944,Keyboard,Accessories,North,7,3038,21266,Debit Card,Online
5274,2026-04-07,C1368,Monitor,Electronics,North,1,18975,18975,Debit Card,Distributor
5275,2026-04-15,C1398,Mobile,Electronics,East,4,22779,91116,Credit Card,Store
5276,2026-02-06,C2878,Office Chair,Furniture,Central,6,10156,60936,Cash,Store
5277,2026-08-04,C2289,Desk,Furniture,Central,1,15751,15751,Debit Card,Online
5278,2026-10-24,C2395,Mobile,Electronics,West,10,24964,249640,Debit Card,Online
5279,2026-12-13,C2964,Mobile,Electronics,North,10,22825,228250,Debit Card,Store
5280,2026-04-12,C2963,Printer,Office,South,5,12508,62540,Net Banking,Distributor
5281,2026-12-17,C2731,Office Chair,Furniture,North,8,9285,74280,Credit Card,Online
5282,2026-10-30,C1349,Desk,Furniture,Central,3,16161,48483,UPI,Store
5283,2026-06-08,C1559,Mouse,Accessories,East,5,1464,7320,Cash,Distributor
5284,2026-06-22,C1118,Printer,Office,West,7,10892,76244,Net Banking,Store
5285,2026-04-18,C2052,Desk,Furniture,West,6,15891,95346,Debit Card,Store
5286,2026-07-18,C2783,Mouse,Accessories,East,2,1567,3134,Debit Card,Distributor
5287,2026-03-31,C1859,Printer,Office,North,4,12311,49244,Credit Card,Store
5288,2026-08-20,C1273,Laptop,Electronics,Northeast,7,59982,419874,Credit Card,Store
5289,2026-07-08,C2783,Laptop,Electronics,North,8,58873,470984,Debit Card,Store
5290,2026-07-28,C2152,Desk,Furniture,Northeast,1,14064,14064,Credit Card,Distributor
5291,2026-07-13,C1059,Laptop,Electronics,South,9,56137,505233,Debit Card,Distributor
5292,2026-01-06,C1774,Laptop,Electronics,North,1,62527,62527,Cash,Distributor
5293,2026-12-08,C2979,Keyboard,Accessories,East,9,2802,25218,Net Banking,Distributor
5294,2026-02-04,C1865,Mobile,Electronics,Northeast,1,22757,22757,UPI,Distributor
5295,2026-10-06,C1147,Tablet,Electronics,North,6,32766,196596,Credit Card,Distributor
5296,2026-04-26,C2395,Mouse,Accessories,Central,5,1533,7665,Debit Card,Store
5297,2026-01-30,C2283,Printer,Office,West,7,11153,78071,UPI,Distributor
5298,2026-06-29,C2043,Headphones,Accessories,Northeast,9,4254,38286,Cash,Store
5299,2026-04-22,C2890,Laptop,Electronics,North,7,65782,460474,UPI,Online
5300,2026-08-23,C2855,Keyboard,Accessories,North,1,3073,3073,UPI,Store
5301,2026-12-01,C2325,Mobile,Electronics,North,5,24200,121000,Credit Card,Distributor
5302,2026-04-18,C2131,Printer,Office,South,8,12850,102800,UPI,Store
5303,2026-06-23,C1592,Office Chair,Furniture,North,2,9327,18654,Debit Card,Store
5304,2026-12-31,C1076,Keyboard,Accessories,Central,8,3069,24552,Cash,Store
5305,2026-03-17,C1783,Printer,Office,Northeast,3,12475,37425,Net Banking,Online
5306,2026-04-13,C2641,Printer,Office,Northeast,10,12988,129880,Credit Card,Online
5307,2026-07-04,C2307,Monitor,Electronics,South,2,18024,36048,Cash,Online
5308,2026-10-23,C2260,Mouse,Accessories,West,3,1456,4368,Debit Card,Store
5309,2026-03-08,C1954,Keyboard,Accessories,South,4,3005,12020,UPI,Online
5310,2026-07-14,C2868,Laptop,Electronics,East,2,65005,130010,Net Banking,Online
5311,2026-04-24,C1389,Laptop,Electronics,Northeast,3,59345,178035,Credit Card,Distributor
5312,2026-01-17,C2292,Laptop,Electronics,Northeast,5,65393,326965,Debit Card,Distributor
5313,2026-01-11,C2797,Tablet,Electronics,Central,4,27575,110300,Debit Card,Online
5314,2026-12-22,C2858,Keyboard,Accessories,East,9,3038,27342,Net Banking,Distributor
5315,2026-02-17,C1888,Headphones,Accessories,Central,5,4262,21310,UPI,Distributor
5316,2026-09-12,C1016,Mobile,Electronics,Northeast,6,23760,142560,Cash,Store
5317,2026-12-23,C1380,Office Chair,Furniture,South,4,9091,36364,Debit Card,Online
5318,2026-03-29,C1264,Laptop,Electronics,Northeast,9,54928,494352,Net Banking,Distributor
5319,2026-01-03,C1459,Laptop,Electronics,East,5,61582,307910,Net Banking,Distributor
5320,2026-04-20,C1105,Laptop,Electronics,South,3,58817,176451,Debit Card,Distributor
5321,2026-08-01,C1026,Printer,Office,North,5,13156,65780,UPI,Store
5322,2026-09-12,C1072,Printer,Office,Central,8,12255,98040,UPI,Distributor
5323,2026-12-16,C1723,Keyboard,Accessories,Northeast,5,3011,15055,Debit Card,Online
5324,2026-03-22,C1623,Keyboard,Accessories,North,3,3265,9795,Debit Card,Store
5325,2026-12-13,C2958,Headphones,Accessories,West,9,4368,39312,Credit Card,Online
5326,2026-12-09,C2322,Desk,Furniture,South,1,14933,14933,UPI,Store
5327,2026-10-23,C2616,Office Chair,Furniture,North,4,9882,39528,Cash,Distributor
5328,2026-05-18,C1068,Headphones,Accessories,West,7,4141,28987,Credit Card,Online
5329,2026-02-06,C1684,Monitor,Electronics,Northeast,2,21862,43724,Net Banking,Distributor
5330,2026-05-03,C1853,Desk,Furniture,East,9,14714,132426,Debit Card,Store
5331,2026-12-31,C1908,Tablet,Electronics,East,3,28222,84666,Net Banking,Store
5332,2026-01-15,C2082,Printer,Office,East,10,11564,115640,Credit Card,Online
5333,2026-04-25,C2718,Printer,Office,Central,8,11954,95632,Net Banking,Store
5334,2026-09-20,C1254,Mouse,Accessories,South,5,1478,7390,Debit Card,Online
5335,2026-12-19,C2375,Mouse,Accessories,West,5,1638,8190,Net Banking,Store
5336,2026-06-09,C2719,Mouse,Accessories,Northeast,8,1413,11304,Cash,Store
5337,2026-04-07,C2723,Tablet,Electronics,Central,5,28685,143425,UPI,Online
5338,2026-06-18,C1351,Office Chair,Furniture,South,5,10895,54475,Cash,Store
5339,2026-05-20,C1931,Monitor,Electronics,South,1,20652,20652,Net Banking,Store
5340,2026-03-07,C1589,Desk,Furniture,Central,6,13789,82734,Debit Card,Online
5341,2026-07-24,C2008,Keyboard,Accessories,West,10,2906,29060,UPI,Distributor
5342,2026-11-22,C2980,Printer,Office,West,8,11842,94736,Credit Card,Distributor
5343,2026-04-04,C2261,Laptop,Electronics,Northeast,1,62458,62458,Cash,Store
5344,2026-07-23,C1715,Tablet,Electronics,South,6,30297,181782,Net Banking,Online
5345,2026-09-27,C1227,Printer,Office,East,10,11296,112960,Credit Card,Distributor
5346,2026-02-19,C2460,Tablet,Electronics,North,1,30868,30868,UPI,Store
5347,2026-03-28,C2743,Headphones,Accessories,East,5,3686,18430,Net Banking,Online
5348,2026-07-29,C2693,Laptop,Electronics,South,8,61241,489928,Cash,Store
5349,2026-05-31,C1657,Mobile,Electronics,North,5,24808,124040,Net Banking,Store
5350,2026-02-06,C2842,Desk,Furniture,West,6,15775,94650,Credit Card,Online
5351,2026-10-22,C2010,Headphones,Accessories,West,9,3699,33291,Cash,Store
5352,2026-01-10,C2565,Laptop,Electronics,Central,8,65406,523248,Net Banking,Store
5353,2026-10-09,C2084,Mouse,Accessories,South,3,1454,4362,UPI,Distributor
5354,2026-03-24,C1432,Headphones,Accessories,North,7,4341,30387,Credit Card,Store
5355,2026-07-03,C1579,Mobile,Electronics,Northeast,8,23866,190928,UPI,Distributor
5356,2026-08-26,C1183,Desk,Furniture,West,1,15108,15108,Debit Card,Store
5357,2026-06-01,C1402,Desk,Furniture,Central,4,14075,56300,Credit Card,Online
5358,2026-11-18,C1889,Keyboard,Accessories,Northeast,4,3258,13032,Credit Card,Online
5359,2026-12-14,C2647,Printer,Office,North,4,12466,49864,UPI,Online
5360,2026-04-06,C2244,Desk,Furniture,North,3,15221,45663,UPI,Store
5361,2026-10-11,C2581,Printer,Office,North,7,11196,78372,Credit Card,Distributor
5362,2026-05-07,C2020,Headphones,Accessories,Central,3,4036,12108,Debit Card,Store
5363,2026-12-14,C1833,Desk,Furniture,Central,9,15325,137925,Debit Card,Store
5364,2026-01-11,C1230,Laptop,Electronics,South,8,65275,522200,UPI,Distributor
5365,2026-08-04,C2762,Tablet,Electronics,South,8,29790,238320,UPI,Distributor
5366,2026-03-02,C2508,Office Chair,Furniture,East,10,9951,99510,Cash,Online
5367,2026-07-03,C1670,Mouse,Accessories,West,3,1470,4410,Cash,Store
5368,2026-01-05,C1797,Headphones,Accessories,West,8,4397,35176,Cash,Online
5369,2026-03-20,C1690,Tablet,Electronics,West,3,32947,98841,UPI,Distributor
5370,2026-06-13,C2139,Mobile,Electronics,South,4,22825,91300,Net Banking,Online
5371,2026-07-30,C1710,Headphones,Accessories,West,2,4060,8120,Net Banking,Distributor
5372,2026-09-02,C1459,Laptop,Electronics,West,2,63850,127700,Debit Card,Distributor
5373,2026-04-03,C1857,Laptop,Electronics,West,1,57022,57022,Credit Card,Store
5374,2026-01-16,C2899,Keyboard,Accessories,North,10,3168,31680,UPI,Store
5375,2026-04-17,C1139,Mobile,Electronics,South,8,23929,191432,Net Banking,Online
5376,2026-01-02,C2661,Headphones,Accessories,North,8,4360,34880,Cash,Online
5377,2026-12-19,C1885,Desk,Furniture,West,4,15918,63672,Credit Card,Online
5378,2026-07-22,C2027,Mobile,Electronics,South,6,26841,161046,UPI,Online
5379,2026-07-09,C2687,Tablet,Electronics,North,6,31670,190020,Cash,Online
5380,2026-05-24,C2416,Office Chair,Furniture,North,7,10964,76748,Debit Card,Distributor
5381,2026-04-27,C1517,Mouse,Accessories,Northeast,10,1641,16410,UPI,Store
5382,2026-03-23,C1307,Keyboard,Accessories,Central,7,2758,19306,Debit Card,Distributor
5383,2026-11-23,C1956,Tablet,Electronics,Central,6,30249,181494,Net Banking,Store
5384,2026-04-15,C1303,Office Chair,Furniture,North,8,10675,85400,UPI,Store
5385,2026-06-21,C1302,Monitor,Electronics,West,5,20802,104010,Debit Card,Online
5386,2026-06-17,C1857,Headphones,Accessories,South,3,3769,11307,Credit Card,Store
5387,2026-09-27,C2923,Printer,Office,South,8,11609,92872,Net Banking,Store
5388,2026-03-14,C2450,Keyboard,Accessories,Central,8,2821,22568,UPI,Distributor
5389,2026-03-03,C1468,Monitor,Electronics,Central,8,19476,155808,Cash,Store
5390,2026-06-20,C1617,Mobile,Electronics,South,5,25998,129990,UPI,Online
5391,2026-03-30,C1822,Printer,Office,Central,6,12601,75606,Net Banking,Store
5392,2026-02-15,C2003,Mouse,Accessories,West,8,1526,12208,UPI,Distributor
5393,2026-05-15,C1202,Headphones,Accessories,Central,9,4031,36279,Debit Card,Store
5394,2026-11-06,C2731,Desk,Furniture,Northeast,2,16109,32218,Cash,Distributor
5395,2026-08-25,C1742,Tablet,Electronics,Central,8,27213,217704,Net Banking,Distributor
5396,2026-01-06,C2317,Monitor,Electronics,East,3,20038,60114,Debit Card,Store
5397,2026-04-05,C1975,Laptop,Electronics,Central,1,60569,60569,Credit Card,Store
5398,2026-07-04,C1248,Tablet,Electronics,North,4,32229,128916,Cash,Distributor
5399,2026-06-25,C1933,Mouse,Accessories,West,10,1627,16270,Cash,Distributor
5400,2026-01-01,C1737,Keyboard,Accessories,North,5,3135,15675,Net Banking,Online
5401,2026-10-20,C2869,Keyboard,Accessories,Central,2,2833,5666,Credit Card,Online
5402,2026-06-25,C1626,Printer,Office,Northeast,9,12638,113742,Credit Card,Store
5403,2026-10-25,C2965,Desk,Furniture,Central,4,14287,57148,Credit Card,Distributor
